name	coverage	copy_number
TE0848_SO2_FAM1828#Unknown	3698	72
RND-4_FAMILY-3067#Unknown	3684	26
SORARA-1.36#Retroposon/RTE-derived	3652	90
RND-4_FAMILY-2214#Unknown	3627	32
HELITRON-4_DR#RC/Helitron	3620	63
TE0830_SO2_FAM0181#Unknown	3538	71
RND-1_FAMILY-263#Unknown	3529	52
RND-1_FAMILY-547#Unknown	3482	39
TE2961_SO2_FAM110#Unknown	3432	58
IMPB_01#Satellite	3422	36
RND-5_FAMILY-2773#Unknown	3390	11
DNA-2-3_DR#DNA/TcMar-ISRm11	3366	77
DADA-U6_DR#DNA/Dada	3357	61
DNA-1-2_DR#DNA/PIF-Harbinger	3178	74
RND-4_FAMILY-991#Unknown	3175	31
HELITRON12_MMYO#RC/Helitron	3163	13
RND-5_FAMILY-8209#Unknown	3162	20
HATN16_DR#DNA/hAT-Charlie	3146	70
RND-4_FAMILY-8616#LTR/Gypsy	3122	5
TRNA-1_DRE#Satellite	3091	38
RND-1_FAMILY-396#Unknown	3046	28
RND-1_FAMILY-290#DNA	2954	6
TE3125_SO2_FAM194#Unknown	2933	49
ACOL_PIF_ELE2#DNA/PIF-Harbinger	2907	60
TE2792_SO2_FAM0865#Unknown	2858	64
TE0091_SO2_FAM0109#Unknown	2837	64
HAT-N70_DR#DNA/hAT	2833	63
IS3EU-4_DR#DNA/IS3EU	2803	59
TE1210_SO2_FAM0218#LTR/Gypsy	2772	30
TE0849_SO2_FAM1829#Unknown	2688	19
ERV1-N6-I_DR#LTR/ERV1	2609	42
TE2660_SO2_FAM0724#Unknown	2603	51
CRIGRI-1.271#LINE/L1	2601	65
TE3080_SO2_FAM176#Unknown	2592	49
RND-1_FAMILY-75#Satellite	2563	24
DNA-X-17_DR#DNA	2507	61
TE3253_SO2_FAM423#LINE/RTE-BovB	2501	49
HALYOMORPHA_HALYS-6_FAMILY-207#DNA/CMC-EnSpm	2478	50
HELITRON1NA_MAM#RC/Helitron	2473	15
TE2683_SO2_FAM0075#Unknown	2463	46
RND-4_FAMILY-1627#Unknown	2459	13
RND-4_FAMILY-5988#LTR/Copia	2457	5
ENSPM-5_DR#DNA/CMC-EnSpm	2451	53
RND-5_FAMILY-7655#Unknown	2447	17
RND-1_FAMILY-542#LTR/Caulimovirus	2428	2
CRIGRI-1.240#LINE/L1	2420	60
SAT-13_DR#Satellite	2368	9
RND-1_FAMILY-31#Unknown	2344	12
CHLAMYS-4_CBRA#PLE/Chlamys	2327	25
TE1797_SO2_FAM0273#DNA/Zisupton	2294	22
DNA-2-24_DR#DNA/CMC-EnSpm	2293	52
RND-1_FAMILY-376#Unknown	2281	14
RND-1_FAMILY-24#Unknown	2274	30
EUBJAP-5.255#SINE/U-L1	2264	30
TE2343_SO2_FAM0405#LINE/RTE-BovB	2250	47
RND-5_FAMILY-2774#Unknown	2238	20
DNA-X-5_DR#DNA/hAT	2230	47
ACOL_R1_ELE16#LINE/R1	2138	19
HAT-N131_DR#DNA/hAT-Ac	2133	40
KOLOBOK-4_DR#DNA/Kolobok-T2	2105	45
HARBINGER-2_DR#DNA/PIF-Harbinger	2095	49
HELITRON5_MMYO#RC/Helitron	2080	30
HARBINGER-8_DR#DNA/PIF-Harbinger	2078	50
GYPSY-210_DR-I#LTR/Gypsy	2063	51
ENSPM-16_DR#DNA/CMC-EnSpm	2026	40
ENSPM-9_DR#DNA/CMC-EnSpm	2024	32
RND-4_FAMILY-1960#Unknown	2008	10
PERLON-1.175_INT#LTR/ERV1	1997	59
HAT-25_DR#DNA/hAT-Charlie	1988	42
L1-82_DR#LINE/L1	1988	31
KOLOBOK-1_DR#DNA/Kolobok-T2	1908	39
RND-1_FAMILY-438#Unknown	1880	8
HARBINGER-N16_DR#DNA/PIF-Harbinger	1857	39
HAT-N68_DR#DNA/hAT-Ac	1855	44
RND-1_FAMILY-459#Satellite	1849	13
DNA2-7_DR#DNA	1842	36
ACOL_GYPSY_ELE20#LTR/Gypsy	1839	32
DNA8-10_DR#DNA/hAT-Ac	1822	39
DNA9-6_DR#DNA	1808	34
DNA8-21_DR#DNA/Merlin	1805	35
KOLOBOK-2_DR#DNA/Kolobok-T2	1799	43
RATNOR-5.3651#LTR/ERVK	1770	30
DNA8-26_DR#DNA	1739	35
DADA-TA_DR#DNA/Dada	1737	34
TE3131_SO2_FAM198#Unknown	1735	36
TE3229_SO2_FAM332#Unknown	1716	33
CRYPTONV-1_DR#DNA/Crypton-V	1676	39
RND-4_FAMILY-2496#LTR/Copia	1659	9
RND-3_FAMILY-3872#Unknown	1657	9
LTR14_HERA#LTR	1640	16
DNA-8-29_DR#DNA/hAT-Tip100	1633	29
TE2052_SO2_FAM2963#Unknown	1628	47
MYOCOY-1.175#LTR	1626	44
LINE1-3_RFER#LINE/L1	1617	36
GINGER1-N1_DR#DNA/Ginger-1	1605	38
HIPARM-1.72#LINE/L1	1602	47
IS3EU-1_DR#DNA/IS3EU	1594	39
TE3088_SO2_FAM179#LINE/R1	1592	27
TE0707_SO2_FAM1690#Unknown	1578	32
DNA-8-24_DR#DNA/hAT-Tip100	1577	31
NGARO1_DR#LTR/Ngaro	1567	37
KOLOBOK-3_DR#DNA/Kolobok-T2	1563	37
HAT-N39_DR#DNA/hAT-Tip100	1539	30
TE2732_SO2_FAM0803#DNA/TcMar-Tc1	1536	32
PIGGYBAC-N5_DR#DNA/PiggyBac	1535	36
DNA-8-5_DR#DNA/hAT-Ac	1519	24
RND-1_FAMILY-254#LTR/Copia	1516	11
L1-53_DR#LINE/L1	1501	29
RND-4_FAMILY-1681#LINE/L1	1497	13
ENSPM-10_DR#DNA/CMC-EnSpm	1495	39
TE0472_SO2_FAM0146#Unknown	1493	24
RND-1_FAMILY-58#Satellite	1490	9
TE2558_SO2_FAM0619#LINE/RTE-BovB	1481	31
DNA-8-36_DR#DNA/hAT-Tip100	1480	37
MUSAVE-1.71#SINE/Alu	1474	45
DNA2-1_DR#DNA/CMC-EnSpm	1470	30
RND-1_FAMILY-227#Unknown	1468	11
TE1479_SO2_FAM2437#Unknown	1437	21
MYOCOY-5.3978A#LTR/ERV1	1422	40
CTESOC-1.67#LINE/L1	1413	33
ENSPM-N1_DR#DNA/CMC-EnSpm	1410	30
DNA-1-7_DR#DNA/PIF-Harbinger	1408	30
RND-1_FAMILY-98#Unknown	1398	10
DNA-2-24B_DR#DNA/CMC-EnSpm	1384	31
TAMTET-5.1758#SINE/U	1380	13
TURTRU-2.43#LINE/L1	1368	39
GYPSY-226_DR-LTR#LTR/Gypsy	1364	25
CAPPIL-1.171#LTR	1344	34
TE2373_SO2_FAM0434#LINE/RTE-BovB	1311	28
RND-1_FAMILY-296#LTR/Copia	1302	8
TE2269_SO2_FAM0330#LINE/RTE-BovB	1296	27
SPEDAU-1.32#SINE/ID	1289	19
TE1409_SO2_FAM0237#LTR/Gypsy	1278	13
TE2540_SO2_FAM0600#DNA/hAT-Tip100	1253	24
HELITRON-N2_DR#RC/Helitron	1245	22
TE3396_SO2_FAM970#Unknown	1232	26
RND-1_FAMILY-509#LINE/L1	1225	3
HAT-2N1_DR#DNA/hAT-Charlie	1223	31
HAT1_DR#DNA/hAT-Ac	1223	34
HELITRON-LIKE-6A_HMEL#RC/Helitron	1222	16
L1-56_DR#LINE/L1	1194	29
CEBALB-1.19#LINE/L1	1166	22
RHIPRU-1.71#LINE/L1	1151	34
DNA-6-N2_DR#DNA	1146	20
HAT-N107_DR#DNA/hAT-Ac	1129	23
TE1743_SO2_FAM0268#Unknown	1114	26
TE2960_SO2_FAM110#Unknown	1103	20
TE1667_SO2_FAM0261#Unknown	1100	22
SAGIMP-5.2205#LINE/L1	1072	15
TE2449_SO2_FAM0510#Unknown	1063	26
TE0061_SO2_FAM0106#Unknown	1057	11
CHILAN-1.247#DNA/TcMar-Tigger	1045	16
L1-64_DR#LINE/L1	1035	27
RND-1_FAMILY-399#LTR/Gypsy	1018	3
RND-1_FAMILY-158#LINE/L1	1011	3
DNA-N4_DR#DNA	1004	20
DNA8-5_DR#DNA/hAT-Ac	989	12
HAT-13_DR#DNA/hAT-Tip100	964	24
TE2758_SO2_FAM0831#Unknown	961	23
RND-4_FAMILY-3832#Unknown	958	18
MYOCOY-1.187#LINE/L1	951	23
ZAPHUD-6.317#LINE/L1	949	27
UNKNOWN4_MMOL#Unknown	947	3
POLINTON-1_DR#DNA/Maverick	946	17
HELITRON3_MMYO#RC/Helitron	941	6
GLIGLI-1.0#SINE/B4	937	13
HAT-N145_DR#DNA/hAT-Ac	937	19
TE0406_SO2_FAM1396#Unknown	933	18
HELITRON-LIKE-6B_HMEL#RC/Helitron	919	14
HATN15_DR#DNA/hAT-Ac	915	18
ACOL_CR1_ELE9#LINE/CR1	897	24
CER7-I_CE#LTR/Pao	876	14
TE1635_SO2_FAM2580#LINE/RTE-BovB	851	15
TE3130_SO2_FAM198#Unknown	850	24
COPIA-7-I_DR#LTR/Gypsy	838	2
TE2611_SO2_FAM0672#Unknown	823	19
MICTAL-5.724#SINE/U	821	5
TE3224_SO2_FAM324#LINE/I	818	22
RND-1_FAMILY-565#Unknown	813	7
RND-1_FAMILY-332#LTR/Copia	804	2
TE2325_SO2_FAM0388#Unknown	802	18
TE2377_SO2_FAM0438#LINE/RTE-BovB	802	19
MINISAT1_CE#Satellite	787	2
RND-1_FAMILY-478#Unknown	783	11
RND-4_FAMILY-263#DNA/hAT-Tip100	767	4
SAT-23_DR#Satellite	749	20
RND-4_FAMILY-982#LINE/L1	744	3
HELITRON-LIKE-13_HMEL#RC/Helitron	738	9
LEPAME-1.4#SINE/tRNA-Core	737	14
LTR4_PDIS#LTR	730	18
HIPGAL-1.43#LINE/L1	720	19
DNA-8-27_DR#DNA/hAT-Ac	712	11
TE2867_SO2_FAM0937#Unknown	707	14
TE2257_SO2_FAM0318#LTR/Copia	704	3
L1-11_DR#LINE/L1	702	14
RLTR31D_MM#LTR/ERVK	702	14
ENSPM-10N1_DR#DNA/CMC-EnSpm	700	14
TE2371_SO2_FAM0432#Unknown	694	14
TE0375_SO2_FAM1367#Unknown	693	19
PARHER-1.184#LTR/ERV1	683	10
HAT-N21_DR#DNA/hAT-Charlie	675	19
HELITRON2_CE#RC/Helitron	669	6
DNA-8-7_DR#DNA/hAT-Tip100	662	20
RND-1_FAMILY-535#LTR/Copia	658	4
ORYAFE-1.186#LINE/L1	650	12
TE2389_SO2_FAM0450#LTR/Copia	648	2
TE2601_SO2_FAM0662#Unknown	643	9
TE0767_SO2_FAM1747#Unknown	638	17
RND-1_FAMILY-232#Unknown	633	11
DNA-TA-4_DR#DNA/TcMar	629	12
HAT-N53_DR#DNA/hAT-Ac	605	11
SAT-12_DR#Satellite	593	5
TE2576_SO2_FAM0064#LTR/Gypsy	586	19
ACOL_GYPSY_ELE40#LTR/Gypsy	576	12
CROIND-1.184#Retroposon/L1-dep	575	14
TE1993_SO2_FAM0291#LINE/RTE-BovB	567	12
TX1-25_DR#LINE/L1-Tx1	561	17
TX1-45_DR#LINE/L1-Tx1	547	17
DNA-1-8_DR#DNA	537	14
GIRTIP-5.310#LTR/ERV1	537	9
CHLAMYS-1_TOBL#PLE/Chlamys	527	7
RCC9#Satellite	521	4
RND-5_FAMILY-6043#Unknown	518	10
TE-X-4_DR#RC/Helitron	517	11
GYPSY98-LTR_DR#LTR/Gypsy	516	11
RHIPRU-1.93#LINE/L1	512	11
TX1-34_DR#LINE/L1-Tx1	507	9
ONYTOR-1.66#LINE/L1	504	9
RLTR51A_MM#LTR/ERVK	499	10
LTR6_MMYO#LTR	496	9
L1-67_DR#LINE/L1	492	7
TE2256_SO2_FAM0317#Unknown	491	11
GYPSY56-I_DR#LTR/Gypsy	484	2
TE2637_SO2_FAM0070#LTR/Gypsy	484	8
L2-1_HBUR#LINE/L2	482	9
ACOL_COPIA_ELE9#LTR/Copia	473	1
ACOL_COPIA_ELE10#LTR/Copia	471	2
DF0282938#LTR/ERV1	469	8
PERLON-1.107_INT#LTR/ERV1	461	8
L1-48_DR#LINE/L1	459	7
L2-2_AVAN#LINE/L2	457	11
TE0570_SO2_FAM1555#Unknown	449	5
MARMAR-1.43#SINE/ID	446	9
HAT-N31_DR#DNA/hAT-Ac	437	8
GYPSY-231_DR-LTR#LTR/Gypsy	434	6
GYPSY138-I_DR#LTR/Gypsy	423	3
DIRS-5_DR#LTR/Ngaro	420	14
MARMAR-1.0#SINE/ID	420	6
ONYTOR-4.597_LTR#LTR/ERV1	416	9
RND-1_FAMILY-563#Unknown	412	4
DIRS-4_DR#LTR/Ngaro	405	5
HARBINGER1_DR#DNA/PIF-Harbinger	405	5
HELITRON11_MMYO#RC/Helitron	405	2
DIRS-8_DR#LTR/Ngaro	403	8
TRNA-2_DRE#Satellite	403	5
CRATHO-1.25#SINE/ID	402	4
TE2225_SO2_FAM0312#LTR/Copia	402	1
ONYTOR-1.190_INT#LTR/ERVK	400	6
ACOL_R1_ELE1#LINE/R1	399	10
ACOL_PIF_ELE1#DNA/PIF-Harbinger	398	5
RND-1_FAMILY-371#LINE/L1	385	7
APLRUF-1.2#SINE/ID	380	6
CRIGAM-5.2095_LTR#LTR/ERV1	373	5
NOMLEU-5.736_INT#LTR/ERV1	363	5
UROGRA-1.34#LINE/L1	357	10
PAPANU-5.46_INT#LTR/ERV1	355	4
GLIGLI-1.41#SINE/Alu	340	5
RND-4_FAMILY-983#LINE/L1	340	6
DNA-5-2_DR#DNA/hAT-Tip100	338	8
PLE-X1_CBRA#PLE/Chlamys	334	3
ALLBUL-1.21#SINE/B4	333	6
TE2699_SO2_FAM0771#Unknown	329	3
NIMB-4_DR#LINE/I	317	4
HELITRON-4_HBUR#RC/Helitron	312	2
TC4#DNA/TcMar-Tc4	310	7
ROO_I#LTR/Pao	305	5
LTR66#LTR/ERVL	302	7
TE0922_SO2_FAM1900#Unknown	300	1
HALYOMORPHA_HALYS-5_FAMILY-1622#RC/Helitron	298	3
HAT-N34_DR#DNA/hAT-Ac	298	3
GYPSY-22-LTR_DR#LTR/Gypsy	294	5
DIRS-15B_DR#LTR/Ngaro	286	5
TE1420_SO2_FAM0238#Unknown	283	4
CHLAMYS-5A_CREI#PLE/Chlamys	279	3
ORYAFE-1.163#LTR/ERVL	275	7
ACOL_COPIA_ELE2#LTR/Copia	273	1
CRIGRI-5.565#LTR/ERV1	272	3
ANOCAU-4.20#LINE/L1	271	3
SEMENT-5.862_INT#LTR/ERV1	266	4
RMER17C2#LTR/ERVK	262	5
DNA6-10_DR#DNA	261	5
GYPSY61-I_DR#LTR/Gypsy	258	4
PUMCON-3.547#DNA/TcMar-Tigger	254	2
ENSPM-15_DR#DNA/CMC-EnSpm	253	4
TE2787_SO2_FAM0860#DNA/hAT-Tag1	252	6
GYPSY-31-LTR_DR#LTR/Gypsy	250	6
MAMSINE1#SINE/tRNA-RTE	246	4
POLINTON-2N1_DR#DNA/Maverick	245	4
TE0454_SO2_FAM1443#LTR/Gypsy	243	1
GYPSY152B-LTR_DR#LTR/Gypsy	241	6
FUKDAM-4.83#LINE/L1	237	6
RND-4_FAMILY-677#Unknown	237	4
GALVAR-1.134#LTR/ERVL	235	7
ODOVIR-1.211#LTR/ERV1	232	3
HAT-11_DR#DNA/hAT-Tip100	231	3
DNA2-10_DR#DNA	230	3
OVIARI-6.1084#LTR/ERVK	228	4
TE2853_SO2_FAM0923#DNA/TcMar-Tc1	228	2
TE1122_SO2_FAM2093#DNA/hAT-Ac	225	3
APLRUF-1.13#SINE/ID	224	5
TE1894_SO2_FAM0282#LTR/Gypsy	222	2
ACOL_R1_ELE17#LINE/R1	221	4
TE3255_SO2_FAM444#LINE/RTE-BovB	218	4
DF0282911#LTR/ERV1	217	4
RMER12C#LTR/ERVK	214	3
DIRS-8B_DR#LTR/Ngaro	213	3
DNA7-N1_DR#DNA/Zisupton	213	4
TX1-33_DR#LINE/L1-Tx1	213	4
TE2421_SO2_FAM0484#LINE/RTE-BovB	212	5
ERV1-N7-I_DR#LTR/ERV1	211	4
TE0714_SO2_FAM1697#Unknown	210	3
GLIGLI-5.1777#SINE/B4	209	3
SPEDAU-1.74#SINE/ID	207	5
TART-A#LINE/I-Jockey	205	3
XERINA-5.550_INT#LTR/ERV1	204	3
BOSMUT-1.242#LTR/ERV1	202	2
LOOPERN3B_DR#DNA/Kolobok-T2	202	2
ENSPM-2_DR#DNA/CMC-EnSpm	201	4
GYPSY79-I_DR#LTR/Gypsy	199	2
GYPSY89-I_DR#LTR/Gypsy	198	1
TX1-32_DR#LINE/L1-Tx1	197	3
CR1-46_DR#LINE/L2	195	3
L1-34_DR#LINE/L1	195	1
HELITRON-N3_DR#RC/Helitron	194	6
LINE1-1_MMOL#LINE/L1	193	3
GYPSYDR2#LTR/Gypsy	192	1
HELPAR-1.138#DNA/TcMar-Tigger	192	4
MICOCH-1.320#LTR/ERV1	191	3
ONYTOR-6.1996#LTR/ERV1	188	3
TE-X-7_DR#LINE/Penelope	188	2
TE2559_SO2_FAM0062#LTR/Gypsy	188	2
GYPSY50-I_DR#LTR/Gypsy	187	3
GYPSY85-I_DR#LTR/Gypsy	186	3
DF0282923#LTR/ERV1	185	3
NANGAL-5.166_INT#LTR/ERV1	185	3
MYRTRI-6.1379#SINE/U	184	1
TE2616_SO2_FAM0678#DNA/Academ-1	183	4
ENSPM-N14_DR#DNA/CMC-EnSpm	182	3
RHISIN-5.1098#LINE/L1	182	3
SAT-17_DR#Satellite	180	1
CER8-I_CE#LTR/Pao	179	2
ISL2EU-1_DR#DNA/PIF-ISL2EU	178	3
RND-1_FAMILY-312#Unknown	178	5
TE2202_SO2_FAM0031#Unknown	178	1
HERVFH21-INT#LTR/ERV1	177	3
TE0921_SO2_FAM0190#LTR/Gypsy	176	3
HAT-15_DR#DNA/hAT-Ac	174	4
SPEDAU-1.262#LINE/L1	174	2
COPIA2_I#LTR/Copia	172	2
GYPSY77-LTR_DR#LTR/Gypsy	172	2
RMER12#LTR/ERVK	172	5
SPEDAU-1.46#SINE/ID	172	2
DNA-8-13_DR#DNA/hAT-Tip100	171	2
LEPAME-1.25#SINE/tRNA-Core	170	3
CROIND-1.113#Retroposon/L1-dep	167	2
TE2579_SO2_FAM0642#LINE/Dong-R4	166	2
L1-43_DR#LINE/L1	165	1
RND-1_FAMILY-329#Unknown	163	2
LTR-1_AVAN#LTR	162	3
RHIPRU-1.303#LTR	161	3
RND-1_FAMILY-368#LTR/Copia	160	2
TE3388_SO2_FAM931#DNA/hAT-Tip100	160	2
SORARA-6.490#LINE/RTE-RTE	159	2
DMRT1B#LINE/R1	158	2
HAT-N47B_DR#DNA/hAT-Tip100	156	2
RHIROX-1.118#LTR/ERVL	156	3
CHLAMYS-1_PPOL#PLE/Chlamys	155	2
DIRS-12_DR#LTR/DIRS	155	2
PROCAP-1.63#SINE/tRNA-RTE	154	2
GYPSY13-I_DR#LTR/Gypsy	153	3
ENSPM-7_DR#DNA/CMC-EnSpm	152	4
GYPSY80-I_DR#LTR/Gypsy	152	2
MICTAL-5.1094#DNA/hAT-Charlie	152	3
SPEDAU-6.218#LTR/ERV1	150	4
DF0282906#LTR/ERV1	149	2
HAT-2_DR#DNA/hAT-Charlie	149	3
RICKSHA_C#DNA/MULE-MuDR	149	2
TE2388_SO2_FAM0045#LTR/Gypsy	149	2
BEL19-I_DR#LTR/Pao	148	2
PLE-X2_CBRA#PLE/Chlamys	146	2
TE2315_SO2_FAM0379#DNA/hAT-Tip100	146	2
MERV1_I#LTR/ERV1	143	2
TE1050_SO2_FAM2024#RC/Helitron	143	3
ACOL_GYPSY_ELE42#LTR/Gypsy	142	3
TE3230_SO2_FAM332#Unknown	142	2
DNA9TA1_DR#DNA/CMC-EnSpm	141	2
TE0500_SO2_FAM1487#Unknown	141	5
ACOL_GYPSY_ELE39#LTR/Gypsy	140	2
CHOHOF-1.17#LINE/L1	140	1
HAT-12_DR#DNA/hAT-Charlie	140	2
TE2593_SO2_FAM0655#Unknown	140	3
GYPSY-23-LTR_DR#LTR/Gypsy	139	4
MICHIR-1.200#LINE/L1	139	1
RTEX-2_DR#LINE/RTE-X	139	3
TE0299_SO2_FAM1296#Unknown	138	1
TX1-29_DR#LINE/L1-Tx1	138	3
DNM1R#Unknown	137	2
BEL32-I_DR#LTR/Pao	136	2
HELITRON-LIKE-11_HMEL#RC/Helitron	136	2
L1-14_DR#LINE/L1	135	3
MESAUR-5.234#LTR/ERV1	135	2
TAMTET-1.7_INT#LTR/ERVL-MaLR	135	2
TE0870_SO2_FAM0185#LTR/Gypsy	135	2
TX1-6_DR#LINE/L1-Tx1	135	2
DM412#LTR/Gypsy	134	2
RLTR20A4#LTR/ERVK	134	2
SPEDAU-1.23#SINE/Alu	134	2
TX1-11_DR#LINE/L1-Tx1	134	2
GIRTIP-1.307#LTR/ERVK	133	3
HAT-25N1_DR#DNA/hAT-Charlie	133	2
TE2936_SO2_FAM101#LTR/Pao	133	3
DF0282912#LTR/ERV1	132	2
TX1-7_DR#LINE/L1-Tx1	132	1
GYPSY120-LTR_DR#LTR/Gypsy	131	3
HAT-N36C_DR#DNA/hAT	131	2
MICOCH-5.428B#LTR/ERV1	131	4
BISBIS-1.292#LINE/L1	130	3
CHARLIE25#DNA/hAT-Charlie	130	2
GYPSY42-LTR_DR#LTR/Gypsy	130	2
SPEDAU-1.327_INT#LTR/ERVK	129	2
TE1645_SO2_FAM0259#LTR/Copia	129	2
TE3297_SO2_FAM627#Unknown	129	1
MIRAGE1#DNA/CMC-Mirage	128	2
DASNOV-1.249_INT#LTR/ERV1	127	2
CATCH2LTR_DR#LTR/Pao	126	3
DF0282918#LTR/ERV1	126	3
HELITRON-2_HSAR#RC/Helitron	126	2
L1-73_DR#LINE/L1	126	1
TE0384_SO2_FAM1375#DNA/hAT-Tip100	126	2
TX1-17_DR#LINE/L1-Tx1	126	2
GYPSY120-I_DR#LTR/Gypsy	125	2
GYPSY144-I_DR#LTR/Gypsy	125	1
TE1128_SO2_FAM0021#LINE/RTE-RTE	125	2
TGUSINE1_UCY#SINE/tRNA-CR1	125	2
ERVB2_1-I_MM#LTR/ERVK	124	2
TE1307_SO2_FAM0227#Unknown	124	1
ACOL_PAO_BEL_ELE3#Unknown	123	2
ERV1-1_MMOL-INT#LTR/ERV1	123	3
TX1-4_DR#LINE/L1-Tx1	123	2
ZISUPTON-4_DR#DNA/Zisupton	121	1
DASPUN-1.28#LINE/L1	120	1
HELITRON1_DM#RC/Helitron	119	1
RND-1_FAMILY-553#Unknown	118	1
STALKER2_LTR#LTR/Gypsy	118	2
CAVTSC-1.222_INT#LTR/ERV1	117	2
NHAT-2_HBES#DNA/hAT	117	2
GLIGLI-1.40#SINE/Alu	116	1
ONDZIB-5.1490_INT#LTR/ERVK	116	2
TE2909_SO2_FAM0098#Unknown	116	1
ZIPCAV-6.2077#LINE/L1	115	2
LTR7_MMYO#LTR	114	2
L1-79_DR#LINE/L1	113	3
PENELOPE-2_ETAL#LINE/Penelope	113	1
RND-1_FAMILY-515#Unknown	113	2
TE2585_SO2_FAM0648#Unknown	113	1
ACOL_GYPSY_ELE26#LTR/Gypsy	112	1
HAT-29_DR#DNA/hAT-Ac	112	3
L1MC#LINE/L1	112	1
TX1-16_DR#LINE/L1-Tx1	112	1
ACOL_COPIA_ELE25#LTR/Copia	111	1
ACOL_LTR_ELE4#Unknown	111	1
BEL-50_DRE-LTR#LTR/Pao	111	3
FALBLTRL1#LTR/ERVL	111	2
GYPSY-131_DR-I#LTR/Gypsy	111	2
OCTDEG-2.22#LINE/L1	111	1
DNA-X-16_DR#DNA	110	1
NAIAD_SMIM#PLE/Naiad	110	2
TE2592_SO2_FAM0654#Unknown	110	1
ACOL_COPIA_ELE8#LTR/Copia	109	2
GYPSY91-I_DR#LTR/Gypsy	109	2
HATN3_DR#DNA/hAT-Tip100	109	2
TE0432_SO2_FAM1421#Unknown	109	1
TUPCHI-1.120#LINE/L1	109	2
FALBLTRK12B#LTR/ERVK	108	1
HARBINGER2_DR#DNA/PIF-Harbinger	108	2
HELITRON7_MMYO#RC/Helitron	108	2
MOSAT-2_DR#Satellite	108	2
ONYTOR-1.63#SINE/ID	108	2
SORARA-1.82#LINE/L1	108	2
ACOL_PAO_BEL_ELE71#Unknown	107	2
BHIKHARI-4-I_DR#LTR/ERV1	107	2
CRATHO-1.238#DNA/TcMar-Mariner	107	2
NAIAD_MPHI#PLE/Naiad	107	2
TE0089_SO2_FAM1088#Unknown	107	1
ERYPAT-6.334_INT#LTR/ERVK	106	2
NYCCOU-3.923#SINE/B4	106	2
OVIARI-3.92#LINE/L1	106	1
TE1102_SO2_FAM2073#Unknown	106	1
ACOL_PAO_BEL_ELE25#Unknown	105	2
BRSATI#Satellite	105	1
SAITAT-1.256#LTR/ERV1	105	1
TE2628_SO2_FAM0690#DNA/Academ-1	105	2
ACOL_GYPSY_ELE92#LTR/Gypsy	104	2
DASPUN-1.37#LINE/L1	104	2
GLIGLI-1.42#SINE/Alu	104	3
M4DM#DNA/CMC-Transib	104	2
MERUNG-6.185#LTR/ERVK	104	2
TE2380_SO2_FAM0440#LTR/Gypsy	104	2
TE2728_SO2_FAM0080#LTR/Gypsy	104	2
COPIA-13B_DR-I#LTR/Gypsy	103	1
HAT-N127_DR#DNA/hAT-Charlie	103	2
HALYOMORPHA_HALYS-5_FAMILY-148#Unknown	102	2
GYPSY-173_DR-I#LTR/Gypsy	101	1
HALYOMORPHA_HALYS-1_FAMILY-202#Unknown	101	1
HELITRON-1N3_DR#RC/Helitron	101	1
HELITRON-7_HBES#RC/Helitron	101	1
KOLOBOK-N4_DR#DNA/Kolobok-T2	101	2
MORBLA-5.673#LINE/L1	101	1
ACOL_GYPSY_ELE31#LTR/Gypsy	100	1
INVADER5_I#LTR/Gypsy	100	1
MMVL30-INT#LTR/ERV1	100	2
TE3007_SO2_FAM130#RC/Helitron	100	2
BOSMUT-1.246#LTR/ERV1	99	2
HALYOMORPHA_HALYS-6_FAMILY-881#RC/Helitron	99	1
NANGAL-5.724_INT#LTR/ERV1	99	2
DADA-U1B_DR#DNA/Dada	98	2
DIRS-4N3_DR#LTR/Ngaro	98	1
HAT-N91_DR#DNA/hAT-Ac	98	2
TE0096_SO2_FAM1094#DNA/PIF-Harbinger	98	1
TRIMAN-1.307#DNA/hAT-Tip100	98	3
CONCRI-5.22#LINE/L1	97	2
GYPSY124-LTR_DR#LTR/Gypsy	97	2
TE0577_SO2_FAM1562#Unknown	97	1
CER15-I_CE#LTR/Pao	96	2
DICBIC-5.1073_INT#LTR/ERV1	96	1
GIRTIP-1.299_LTR#LTR/ERVK	96	1
METULJ_270#SINE	96	1
NHAT-2_AVAN#DNA/hAT	95	1
SPIGRA-1.115#LTR/ERVK	95	2
BOSMUT-1.240#LTR/ERV1	94	2
CONCRI-5.3051#LTR/ERVK	94	2
CRYFER-1.192#DNA/TcMar-Tigger	94	3
GALVAR-1.314#LINE/L1	94	1
GYPSY-150-LTRB_DR#LTR/Gypsy	94	2
L1-15_DR#LINE/L1-Tx1	94	2
L1-18_DR#LINE/L1	94	2
TE2430_SO2_FAM0493#DNA/hAT-Ac	94	1
TE3266_SO2_FAM489#DNA/hAT-Blackjack	94	1
HUERS-P1-INT#LTR/ERV1	93	1
L1-16_DR#LINE/L1	93	2
TE2462_SO2_FAM0523#LINE/RTE-BovB	93	1
TX1-22_DR#LINE/L1-Tx1	93	2
CASCAN-5.7616_INT#LTR/ERV1	92	1
ELLLUT-6.344_INT#LTR/ERVK	92	1
MELCAP-3.51#LINE/L1	92	1
METULJ_M66#SINE	92	1
ORYAFE-1.189#LTR/ERVL	92	2
SPEDAU-6.140_INT#LTR/ERVK	92	2
TE3334_SO2_FAM747#Unknown	92	2
